@id,sample.samplingPoint,sample.samplingPoint.notation,sample.samplingPoint.label,sample.sampleDateTime,determinand.label,determinand.definition,determinand.notation,resultQualifier.notation,result,codedResultInterpretation.interpretation,determinand.unit.label,sample.sampledMaterialType.label,sample.isComplianceSample,sample.purpose.label,sample.samplingPoint.easting,sample.samplingPoint.northing
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715141-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400893,NE-49400893,LEMONROYD (ROTHWELL) WPC WORKS FINAL,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",27,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,437935,427926
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715141-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400893,NE-49400893,LEMONROYD (ROTHWELL) WPC WORKS FINAL,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",1.9,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,437935,427926
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715425-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400913,NE-49400913,LOTHERSDALE WPC WORKS FINAL EFFLUENT,2023-01-09T08:35:00,BOD ATU,BOD : 5 Day ATU,0085,"",5,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,396477,445568
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715425-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400913,NE-49400913,LOTHERSDALE WPC WORKS FINAL EFFLUENT,2023-01-09T08:35:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",1.1,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,396477,445568
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715425-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400913,NE-49400913,LOTHERSDALE WPC WORKS FINAL EFFLUENT,2023-01-09T08:35:00,Sld Sus@105C,"Solids, Suspended at 105 C",0135,"",10,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY OPERATOR SELF MONITORING COMPLIANCE DATA,396477,445568
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715139-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400917,NE-49400917,OWLWOOD (GARFORTH) WPC WORKS FINAL,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",3,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,441750,428795
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715139-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49400917,NE-49400917,OWLWOOD (GARFORTH) WPC WORKS FINAL,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",30,"",mg/l,FINAL SEWAGE EFFLUENT,true,WATER QUALITY UWWTD MONITORING DATA,441750,428795
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715140-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405057,NE-49405057,LEMONROYD CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",104,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,437820,427900
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715140-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405057,NE-49405057,LEMONROYD CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",246,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,437820,427900
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715148-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405060,NE-49405060,CASTLEFORD (WHELDALE) CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",550,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,444340,426440
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715148-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405060,NE-49405060,CASTLEFORD (WHELDALE) CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",258,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,444340,426440
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715138-0092,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405062,NE-49405062,GARFORTH (OWLWOOD) CRUDE INLET,2023-01-08T09:00:00,COD as O2,Chemical Oxygen Demand :- {COD},0092,"",772,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,441550,428740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715138-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49405062,NE-49405062,GARFORTH (OWLWOOD) CRUDE INLET,2023-01-08T09:00:00,BOD ATU,BOD : 5 Day ATU,0085,"",211,"",mg/l,CRUDE SEWAGE,true,WATER QUALITY UWWTD MONITORING DATA,441550,428740
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.0456,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",87.1,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",11.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.018,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",280,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",7.1,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",7.5,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Temp Water,Temperature of Water,0076,"",5.1,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Nitrate-N,Nitrate as N,0117,"",7.13,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,pH,pH,0061,"",7.7,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Cond @ 25C,Conductivity at 25 C,0077,"",1108,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715461-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49500846,NE-49500846,TOAD HOLES BECK BELOW DEAN HOUSE FARM,2023-01-23T13:51:00,Nitrite-N,Nitrite as N,0118,"",0.37,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),416880,428346
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Nitrite-N,Nitrite as N,0118,"",0.029,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Temp Water,Temperature of Water,0076,"",2.9,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.11,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Nitrate-N,Nitrate as N,0117,"",9.87,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",96.6,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.0013,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Cond @ 25C,Conductivity at 25 C,0077,"",963,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,pH,pH,0061,"",8.12,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",9.9,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",240,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715331-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600214,NE-49600214,SPITTAL BECK - SPITTAL - BOLTON,2023-01-19T13:31:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.12,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476806,452534
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Temp Water,Temperature of Water,0076,"",2,"",cel,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",13.4,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,NH3 un-ion,Ammonia un-ionised as N,0119,<,0.0003,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.083,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,0162,"",230,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Cond @ 25C,Conductivity at 25 C,0077,"",893,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",97.2,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,pH,pH,0061,"",8.18,"",phunits,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Nitrite-N,Nitrite as N,0118,"",0.011,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,<,0.03,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,N Oxidised,"Nitrogen, Total Oxidised as N",0116,"",8.7,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715318-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600456,NE-49600456,GOWTHORPE BECK AT FANGFOSS,2023-01-19T13:44:00,Nitrate-N,Nitrate as N,0117,"",8.69,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),476962,453312
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715453-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600466,NE-49600466,THORNTON BECK AT TODD'S BRIDGE,2023-01-23T11:55:00,Orthophospht,"Orthophosphate, reactive as P",0180,"",0.035,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),483510,480044
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715453-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600466,NE-49600466,THORNTON BECK AT TODD'S BRIDGE,2023-01-23T11:55:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,"",12,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),483510,480044
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715453-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600466,NE-49600466,THORNTON BECK AT TODD'S BRIDGE,2023-01-23T11:55:00,Cond @ 25C,Conductivity at 25 C,0077,"",522,"",us/cm,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),483510,480044
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715453-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600466,NE-49600466,THORNTON BECK AT TODD'S BRIDGE,2023-01-23T11:55:00,Ammonia(N),Ammoniacal Nitrogen as N,0111,"",0.13,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),483510,480044
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715453-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600466,NE-49600466,THORNTON BECK AT TODD'S BRIDGE,2023-01-23T11:55:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,"",94.2,"",%,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),483510,480044
http://environment.data.gov.uk/water-quality/data/measurement/NE-1715453-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-49600466,NE-49600466,THORNTON BECK AT TODD'S BRIDGE,2023-01-23T11:55:00,NH3 un-ion,Ammonia un-ionised as N,0119,"",0.00167,"",mg/l,RIVER / RUNNING SURFACE WATER,false,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),483510,480044
